content,score
Waste. It is opening with a white screen and stay that only. No content.,1
because of the bad reviews I uninstalled the app right away after I installing it 😀,1
You can only use 2 things on your list without getting bombarded with ads of 1 month trial I was VERY disappointed,1
So bad,1
"Super disappointing functionality, I thought that the planner would actually have a widget for daily tasks or a way to set up reminders or even just push notifications, something! But no, it's about as useless as a normal planner. Write everything you need down, make it pretty and then forget about it because you never open the app again. Shouldn't have signed up for the premium version, what a waste of money just to add insult to injury.",1
I think this is a scam app.,1
Worst,1
Worst App development Time waste to enter into app,1
"Ridiculous that I can't use the app properly without paying for Premium. If I add more than 2 things to my list I get bombarded with pop-up adds, and anytime I try to add another task, boom, add in my face. And then the app will freeze. Don't offer a free version if it only harrasses you to pay.",1
"I don't like it. Some people can't subscribe to this and it's annoying. I can't just add two tasks for a full day. It's dumb honestly. If you want more people to use the app, then fix this.",1
It only lets me add two tasks and then is asking me to pay. I had very big expectations for this app and it completely disappointed me.,1
"Whats this all about? You give ads very nicely and when we download it , it's not free. Not a single self help apps are free then how come it's called self help app? If you really want to change someone's life don't release paid version and make difference in other's life. Everything on earth is about money, so fed up with the system. I uninstalled it.",1
I subscribed telling and reviewed why I got charged... It wrote that I probably got an account and already used up my 7-day trial. What really happened was I pressed the button for the trial option then to payment options after the trial. After doing so I got charged for a year long subscription THIS IS MISLEADING ! Girl just get yourself a planner and alarm clock. I don't even know if it'll get refunded.,1
"It irritated my soul that I was making my tasks and accidentally messed up, so I went to fix it and it wouldn't let me! Instead it kept saying ""Let's focus on your today's routine."" Now I'm irritated because I can't fix that until I'm done with the other things I had scheduled myself to do! I just wanted to delete where I messed up. Maybe someone else knows how to get it to allow you to work on things scheduled for other days even though tasks for the current day aren't yet completed.",3
